#,Description,License,Licence URL,Image
157,抱き沢瀉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_daki_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Japanese_crest_daki_Omodaka.svg/600px-Japanese_crest_daki_Omodaka.svg.png
158,陰丸に二つ引き両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Kagemaru_ni_futatsuhiki.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kagemaru_ni_futatsuhiki.png/1200px-Kagemaru_ni_futatsuhiki.png
159,陰丸に出一つ引き,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Kagemaruni_de_hitotsuhiki.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Kagemaruni_de_hitotsuhiki.png/1200px-Kagemaruni_de_hitotsuhiki.png
160,丸に花菱,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Karahana.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Karahana.svg/432px-Karahana.svg.png
161,菖蒲菱,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Kazanin.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Kazanin.jpg
162,榊原源氏車,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Kuruma.png,https://upload.wikimedia.org/wikipedia/commons/8/8f/Kuruma.png
163,丸に蔦紋,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Maruni-tsuta_%E4%B8%B8%E3%81%AB%E8%94%A6.gif,https://upload.wikimedia.org/wikipedia/commons/8/8b/Maruni-tsuta_%E4%B8%B8%E3%81%AB%E8%94%A6.gif
164,丸に出一つ引き,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Maruni_de_hitotsuhiki.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Maruni_de_hitotsuhiki.png/1200px-Maruni_de_hitotsuhiki.png
165,丸に抱き茗荷,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunidakimyouga.png,https://upload.wikimedia.org/wikipedia/commons/b/bf/Marunidakimyouga.png
166,丸に片手蔓柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunikatatetsurukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/7/77/Marunikatatetsurukashiwa.png
167,丸に剣片喰,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunikenkatabami.png,https://upload.wikimedia.org/wikipedia/commons/8/88/Marunikenkatabami.png
168,丸に剣三つ柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunikenmitsukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/8/8e/Marunikenmitsukashiwa.png
169,丸に三つ柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunimitsukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/5/50/Marunimitsukashiwa.png
170,丸に鬼三つ柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunionimitsukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/7/71/Marunionimitsukashiwa.png
171,丸に蔓柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Marunitsurukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/4/44/Marunitsurukashiwa.png
172,三つ柏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mitsukashiwa.png,https://upload.wikimedia.org/wikipedia/commons/e/e3/Mitsukashiwa.png
173,檜扇に鷲の羽,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Akita_%C3%94gi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Mon_Akita_%C3%94gi.svg/512px-Mon_Akita_%C3%94gi.svg.png
174,三つ撫子,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Akizuki.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Mon_Akizuki.jpg
175,丸に額,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Gaku.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Mon_Gaku.jpg
176,額に二八文字,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Gaku_2-8.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Mon_Gaku_2-8.jpg
177,丸に桜,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Hori.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Mon_Hori.svg/600px-Mon_Hori.svg.png
178,連子に月,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Iwaki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Mon_Iwaki.svg/512px-Mon_Iwaki.svg.png
179,繋ぎ九つ目,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Neun_Augen.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Mon_Neun_Augen.svg/512px-Mon_Neun_Augen.svg.png
180,筋違,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Niwa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Mon_Niwa.svg/512px-Mon_Niwa.svg.png
181,丸に釘抜,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Ogyu_Funai.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mon_Ogyu_Funai.svg/512px-Mon_Ogyu_Funai.svg.png
182,三つ雁木扇,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Okochi_Takasaki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mon_Okochi_Takasaki.svg/512px-Mon_Okochi_Takasaki.svg.png
183,三つ石,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Mon_Tsuchiya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Mon_Tsuchiya.svg/512px-Mon_Tsuchiya.svg.png
184,六つ銀杏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:MutsuIchou.png,https://upload.wikimedia.org/wikipedia/commons/7/7e/MutsuIchou.png
185,丸に梨の切り口,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Nashi.png,https://upload.wikimedia.org/wikipedia/commons/f/f8/Nashi.png
186,XXX,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Niiro_Kamon_2.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Niiro_Kamon_2.svg/960px-Niiro_Kamon_2.svg.png
187,XXX,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Tainan_Shrine_crest.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Tainan_Shrine_crest.jpg
188,永井鉄線,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Tessen.png,https://upload.wikimedia.org/wikipedia/commons/e/e1/Tessen.png
189,九字筋違,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Tohoyama-kuji-sujikai.png,https://upload.wikimedia.org/wikipedia/commons/0/09/Tohoyama-kuji-sujikai.png
190,右四つ巴,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Tomoe_4_left.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Tomoe_4_left.svg/600px-Tomoe_4_left.svg.png
191,蔦,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Tsuta.gif,https://upload.wikimedia.org/wikipedia/commons/2/28/Tsuta.gif
192,XXX,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Aichiken_masumidajinja.png
193,花丁子,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Hanachoji.png
194,重ね井筒,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Japanese_Crest_Kasane_Izutsu_inverted.svg
195,裏梅,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Japanese_Crest_Ura_Ume_inverted.svg
196,切竹矢筈十字,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Kiritakeyahazujuji.png
197,XXX,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Kyoto%EF%BC%BFyasakajinja%EF%BC%BFshamon.png
198,丸に井桁,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Maru_ni_igeta.png
199,丸に縦二つ引き,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:MaruniTateFutatsuHikiryou.png
200,檜扇に鷲の羽,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Mon_Akita_%C3%94gi1.svg
201,落ち牡丹,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Ochibotan.png
202,日の丸扇,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Satake.jpg
203,鈴御幣,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Suzugohei.gif
204,XXX,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Symbol_of_the_Takeda-no-miya.jpg
205,光琳亀甲鶴,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:The_Chinese_elm_is_infected_The_Chinese_elm_is_infected.png
206,木瓜唐花浮線綾,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Tokudaiji_mokko.png
207,瓜に花,'Creative Commons Zero,Public Domain Dedication',https://commons.wikimedia.org/wiki/File:Uri_ni_ana_uri_no_hana.png
208,丸に一つ鱗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E4%B8%80%E3%81%A4%E9%B1%97.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/%E4%B8%B8%E3%81%AB%E4%B8%80%E3%81%A4%E9%B1%97.jpg
209,上がり藤,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Agarifuji.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Agarifuji.png/1200px-Agarifuji.png
210,有栖川宮,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Arisugawa_no_miya.png,https://upload.wikimedia.org/wikipedia/commons/2/25/Arisugawa_no_miya.png
211,足利二つ引両,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Ashikaga_mon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Ashikaga_mon.svg/200px-Ashikaga_mon.svg.png
212,違い菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Chigai_hishi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Chigai_hishi.svg/200px-Chigai_hishi.svg.png
213,抱き菊の葉に菊,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Daki_kikunoha_ni_kiku.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Daki_kikunoha_ni_kiku.png/1200px-Daki_kikunoha_ni_kiku.png
214,分銅,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Fundou-Kamon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Fundou-Kamon.svg/500px-Fundou-Kamon.svg.png
215,五瓜に唐花に左三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Goka_ni_karahana_ni_hidarimitsudomoe%EF%BC%88osaka_nanbayasakajinja%EF%BC%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Goka_ni_karahana_ni_hidarimitsudomoe%EF%BC%88osaka_nanbayasakajinja%EF%BC%89.png/1200px-Goka_ni_karahana_ni_hidarimitsudomoe%EF%BC%88osaka_nanbayasakajinja%EF%BC%89.png
216,五枚笹,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Gomaisasa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Gomaisasa.svg/400px-Gomaisasa.svg.png
217,花菱に扇,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Hanabishi_ni_%C5%8Dgi%E3%83%BBhanabishi_ni_tsukinami_no_%C5%8Dgi.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Hanabishi_ni_%C5%8Dgi%E3%83%BBhanabishi_ni_tsukinami_no_%C5%8Dgi.png/1200px-Hanabishi_ni_%C5%8Dgi%E3%83%BBhanabishi_ni_tsukinami_no_%C5%8Dgi.png
218,左三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Hidari_mitsudomoe.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Hidari_mitsudomoe.svg/388px-Hidari_mitsudomoe.svg.png
219,一関茗荷,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Ichinosekimy%C5%8Dga_chigaiichinosekimy%C5%8Dga.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Ichinosekimy%C5%8Dga_chigaiichinosekimy%C5%8Dga.png/1200px-Ichinosekimy%C5%8Dga_chigaiichinosekimy%C5%8Dga.png
220,XXX,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Ikushimatarushimajinja.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Ikushimatarushimajinja.png/1200px-Ikushimatarushimajinja.png
221,板倉菊 ,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Itakuragiku.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Itakuragiku.png/1200px-Itakuragiku.png
222,分銅桜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Itsutsu-Fundou-Kamon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Itsutsu-Fundou-Kamon.svg/500px-Itsutsu-Fundou-Kamon.svg.png
223,安倍清明判,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Abe_no_Seimei_Hann.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Japanese_Crest_Abe_no_Seimei_Hann.svg/600px-Japanese_Crest_Abe_no_Seimei_Hann.svg.png
224,安部銭,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Abe_senn.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Japanese_Crest_Abe_senn.svg/600px-Japanese_Crest_Abe_senn.svg.png
225,備前蝶,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Bizenn_Chou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Japanese_Crest_Bizenn_Chou.svg/600px-Japanese_Crest_Bizenn_Chou.svg.png
226,大一大万大吉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Daiichi_Daiman_Daikichi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Japanese_Crest_Daiichi_Daiman_Daikichi.svg/960px-Japanese_Crest_Daiichi_Daiman_Daikichi.svg.png
227,抱き花杏葉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Daki_hana_Gyouyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Japanese_Crest_Daki_hana_Gyouyou.svg/600px-Japanese_Crest_Daki_hana_Gyouyou.svg.png
228,二葉葵,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Futaba_Aoi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Japanese_Crest_Futaba_Aoi.svg/600px-Japanese_Crest_Futaba_Aoi.svg.png
229,源氏車,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Gennji_kuruma.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Japanese_Crest_Gennji_kuruma.svg/600px-Japanese_Crest_Gennji_kuruma.svg.png
230,五瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Go_Ka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Japanese_Crest_Go_Ka.svg/600px-Japanese_Crest_Go_Ka.svg.png
231,五本骨扇,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Gohonnhone_Oogi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Japanese_Crest_Gohonnhone_Oogi.svg/600px-Japanese_Crest_Gohonnhone_Oogi.svg.png
232,五瓜に三つ巴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Gokanimitsudomoe.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Japanese_Crest_Gokanimitsudomoe.svg/960px-Japanese_Crest_Gokanimitsudomoe.svg.png
233,五三の桐,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_GosannKiri.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Japanese_Crest_GosannKiri.svg/498px-Japanese_Crest_GosannKiri.svg.png
234,五三桐,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Gosann_Kiri.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Japanese_Crest_Gosann_Kiri.svg/600px-Japanese_Crest_Gosann_Kiri.svg.png
235,五三鬼桐,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Gosann_Oni_Kiri.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Japanese_Crest_Gosann_Oni_Kiri.svg/600px-Japanese_Crest_Gosann_Oni_Kiri.svg.png
236,花菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hana_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Japanese_Crest_Hana_Hisi.svg/600px-Japanese_Crest_Hana_Hisi.svg.png
237,花輪違い,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hana_Wachigai.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Japanese_Crest_Hana_Wachigai.svg/600px-Japanese_Crest_Hana_Wachigai.svg.png
238,左万字菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hidari_Manji_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Japanese_Crest_Hidari_Manji_Hisi.svg/600px-Japanese_Crest_Hidari_Manji_Hisi.svg.png
239,姫路剣片喰,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Himeji_ken_katabami.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Japanese_Crest_Himeji_ken_katabami.svg/600px-Japanese_Crest_Himeji_ken_katabami.svg.png
240,檜扇,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hioogi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Japanese_Crest_Hioogi.svg/600px-Japanese_Crest_Hioogi.svg.png
241,平井筒,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hira_Izutu.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Japanese_Crest_Hira_Izutu.svg/600px-Japanese_Crest_Hira_Izutu.svg.png
242,菱餅,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hisimochi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Japanese_Crest_Hisimochi.svg/600px-Japanese_Crest_Hisimochi.svg.png
243,丸に隅立て六つ目,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Horio_meyui.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Japanese_Crest_Horio_meyui.svg/600px-Japanese_Crest_Horio_meyui.svg.png
244,細川九曜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hosokawa_Kuyou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Japanese_Crest_Hosokawa_Kuyou.svg/600px-Japanese_Crest_Hosokawa_Kuyou.svg.png
245,北条鱗,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Houjou_Uroko.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Japanese_Crest_Houjou_Uroko.svg/600px-Japanese_Crest_Houjou_Uroko.svg.png
246,生駒車,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Ikoma_kuruma.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Japanese_Crest_Ikoma_kuruma.svg/600px-Japanese_Crest_Ikoma_kuruma.svg.png
247,入れ違い茗荷,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Irechigai_Myouga.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Japanese_Crest_Irechigai_Myouga.svg/600px-Japanese_Crest_Irechigai_Myouga.svg.png
248,逸見氏 籬架菊,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Itsumi_Shigeru_Kyo_Magaki_ka_Kiku.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Japanese_Crest_Itsumi_Shigeru_Kyo_Magaki_ka_Kiku.svg/600px-Japanese_Crest_Itsumi_Shigeru_Kyo_Magaki_ka_Kiku.svg.png
249,地紙,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Jigami.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Japanese_Crest_Jigami.svg/600px-Japanese_Crest_Jigami.svg.png
250,蛇の目,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Jyanome.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Japanese_Crest_Jyanome.svg/600px-Japanese_Crest_Jyanome.svg.png
251,十菊,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Jyuu_Kiku.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Japanese_Crest_Jyuu_Kiku.svg/600px-Japanese_Crest_Jyuu_Kiku.svg.png
252,十六菊,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Jyuuroku_Kiku.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Japanese_Crest_Jyuuroku_Kiku.svg/600px-Japanese_Crest_Jyuuroku_Kiku.svg.png
253,唐花,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Karahana.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Japanese_Crest_Karahana.svg/600px-Japanese_Crest_Karahana.svg.png
254,片喰,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Katabami.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Japanese_Crest_Katabami.svg/600px-Japanese_Crest_Katabami.svg.png
255,石持ち,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Koku_Mochi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Japanese_Crest_Koku_Mochi.svg/600px-Japanese_Crest_Koku_Mochi.svg.png
256,九字に二つ引両,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Kuji_ni_futatu_Hikiryu.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Japanese_Crest_Kuji_ni_futatu_Hikiryu.svg/600px-Japanese_Crest_Kuji_ni_futatu_Hikiryu.svg.png
257,丸に左万字,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Maru_ni_Hidari_Mannji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Japanese_Crest_Maru_ni_Hidari_Mannji.svg/600px-Japanese_Crest_Maru_ni_Hidari_Mannji.svg.png
258,丸に三つ裏葵,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Maru_ni_mitu_ura_Aoi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Japanese_Crest_Maru_ni_mitu_ura_Aoi.svg/600px-Japanese_Crest_Maru_ni_mitu_ura_Aoi.svg.png
259,丸の内に二つ引両,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Marunouti_ni_Futatu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Japanese_Crest_Marunouti_ni_Futatu_Hiki.svg/600px-Japanese_Crest_Marunouti_ni_Futatu_Hiki.svg.png
260,松浦三つ星,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Matsura_mitu_Hosi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Japanese_Crest_Matsura_mitu_Hosi.svg/600px-Japanese_Crest_Matsura_mitu_Hosi.svg.png
261,松皮菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Matukawa_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Japanese_Crest_Matukawa_Hisi.svg/600px-Japanese_Crest_Matukawa_Hisi.svg.png
262,三つ河骨,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Mitu_Kouhone.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Japanese_Crest_Mitu_Kouhone.svg/600px-Japanese_Crest_Mitu_Kouhone.svg.png
263,三浦三つ引両,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Miura_mitu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Japanese_Crest_Miura_mitu_Hiki.svg/600px-Japanese_Crest_Miura_mitu_Hiki.svg.png
264,溝口菱,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Mizoguchi_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Japanese_Crest_Mizoguchi_Hisi.svg/600px-Japanese_Crest_Mizoguchi_Hisi.svg.png
265,水野沢瀉,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Mizuno_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Japanese_Crest_Mizuno_Omodaka.svg/600px-Japanese_Crest_Mizuno_Omodaka.svg.png
266,木瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Mokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Japanese_Crest_Mokkou.svg/600px-Japanese_Crest_Mokkou.svg.png
267,中津木瓜,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Nakatu_Mokkou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Japanese_Crest_Nakatu_Mokkou.svg/600px-Japanese_Crest_Nakatu_Mokkou.svg.png
268,南部鶴,GNU Free Documentation License,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Nanbu_Turu.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Japanese_Crest_Nanbu_Turu.svg/600px-Japanese_Crest_Nanbu_Turu.svg.png
